,Name,Platform,Year,Genre,Publisher,Global_Sales
5033,Final Fantasy Adventure,GB,1991.0,Role-Playing,SquareSoft,0.38
517,Medal of Honor,PS3,2010.0,Shooter,Electronic Arts,2.83
11480,Tony Hawk's Pro Skater 3,N64,2002.0,Sports,Activision,0.08
8034,Jurassic Park III: Island Attack,GBA,2001.0,Adventure,Konami Digital Entertainment,0.18
5372,Iron Storm,SAT,1995.0,Shooter,Sega,0.34
7836,Naruto: Ninja Destiny,DS,2006.0,Fighting,Namco Bandai Games,0.19
11085,Remington Super Slam Hunting: Alaska,Wii,2011.0,Sports,Mastiff,0.09
1440,FIFA Soccer 08,PSP,2007.0,Sports,Electronic Arts,1.35
6039,The Lord of the Rings: The Third Age,GC,2004.0,Role-Playing,Electronic Arts,0.29
11660,Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai,DS,2008.0,Fighting,Takara Tomy,0.08
8378,SSX On Tour,GC,2005.0,Sports,Electronic Arts,0.17
12733,Kaite Shabette Hajimeyou! Monster Farm DS,DS,2007.0,Role-Playing,Tecmo Koei,0.06
4617,Test Drive,XB,2002.0,Racing,Atari,0.42
769,Final Fantasy Tactics Advance,GBA,2003.0,Role-Playing,SquareSoft,2.13
12695,Mana Khemia: Alchemists of Al-Revis,PS2,2007.0,Role-Playing,Nippon Ichi Software,0.06
10894,Galactic Taz Ball,DS,2010.0,Platform,Warner Bros. Interactive Entertainment,0.09
14459,Freaky Flyers,XB,2003.0,Racing,Midway Games,0.03
4109,OkamiDen,DS,2010.0,Adventure,Capcom,0.48
6179,Pitfall: The Mayan Adventure,GBA,2001.0,Platform,Interplay,0.28
10433,Adventure Time: Finn & Jake Investigations,PS3,2015.0,Action,Little Orbit,0.1
10185,Project: Snowblind,XB,2005.0,Action,Eidos Interactive,0.11
14903,Evangelion: Jo,PS2,2009.0,Action,Namco Bandai Games,0.03
10281,Winter Heat,SAT,1996.0,Sports,Sega,0.11
10222,Vigilante 8: 2nd Offense,N64,2000.0,Racing,Activision,0.11
4064,Spy Hunter 2,PS2,2003.0,Racing,Midway Games,0.49
9948,Tales of Destiny 2,PSP,2007.0,Role-Playing,Namco Bandai Games,0.12
2625,Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010.0,Fighting,Namco Bandai Games,0.79
15550,Motto NUGA-CEL!,PSP,2010.0,Adventure,Idea Factory,0.02
2044,Sonic Generations,3DS,2011.0,Platform,Sega,1.01
8117,Dark Souls II,PC,2014.0,Role-Playing,Namco Bandai Games,0.18
3605,Blinx: The Time Sweeper,XB,2002.0,Platform,Microsoft Game Studios,0.56
6663,Bomberman Tournament,GBA,2001.0,Puzzle,Activision,0.25
1757,Rocksmith,PS3,2011.0,Misc,Ubisoft,1.16
6051,MLB Pennant Race,PS,1996.0,Sports,Sony Computer Entertainment,0.29
5858,Invizimals: Shadow Zone,PSP,2010.0,Strategy,Sony Computer Entertainment,0.3
2000,F-Zero: Maximum Velocity,GBA,2001.0,Racing,Nintendo,1.04
6377,America's Test Kitchen: Let's Get Cooking,DS,2010.0,Simulation,Nintendo,0.27
8408,RC Revenge Pro,PS2,2000.0,Racing,Acclaim Entertainment,0.17
7238,Tropico 3,X360,2009.0,Strategy,Kalypso Media,0.22
4103,ECW Hardcore Revolution,PS,1999.0,Fighting,Acclaim Entertainment,0.48
6773,Dynasty Warriors 7,X360,2011.0,Action,Tecmo Koei,0.24
14980,Lilpri DS: Hime-Chen! Apple Pink,DS,2010.0,Adventure,Sega,0.02
14536,Street Jam Basketball,GBA,2004.0,Sports,Zoo Digital Publishing,0.03
14784,Kabu Trader Shun,DS,2007.0,Action,Capcom,0.03
12579,TrackMania Turbo,XOne,2016.0,Action,Ubisoft,0.06
1359,Sonic Generations,X360,2011.0,Platform,Sega,1.42
11916,Operation Flashpoint: Red River,PC,2011.0,Shooter,Codemasters,0.07
15363,Chicago Enforcer,XB,2005.0,Shooter,Kemco,0.02
2513,Clu Clu Land,NES,1984.0,Puzzle,Nintendo,0.82
14857,Little Busters! Converted Edition,PSV,2012.0,Action,Prototype,0.03
7490,Kung Fu Rider,PS3,2010.0,Action,Sony Computer Entertainment,0.21
12903,Jirou Akagawa: Majotachi no Nemuri,SNES,1995.0,Adventure,Pack-In-Video,0.05
5934,Power Pro Kun Pocket 10,DS,2007.0,Sports,Konami Digital Entertainment,0.3
1786,Hot Shots Golf: Out of Bounds,PS3,2007.0,Sports,Sony Computer Entertainment,1.14
9201,Karaoke Revolution Glee: Volume 3,X360,2011.0,Misc,Konami Digital Entertainment,0.14
10225,Rock Band: Metal Track Pack,Wii,2009.0,Misc,MTV Games,0.11
2704,Final Fantasy II,NES,1988.0,Role-Playing,SquareSoft,0.76
5876,Dynasty Warriors 8: Xtreme Legends,PS4,2014.0,Action,Tecmo Koei,0.3
3298,Cooking Mama 4: Kitchen Magic!,3DS,2011.0,Simulation,505 Games,0.61
6831,Rock Band Track Pack Volume 1,Wii,2008.0,Misc,MTV Games,0.24
4164,Deadpool,PS3,2013.0,Action,Activision,0.47
1555,Pokemon Mystery Dungeon: Gates to Infinity,3DS,2012.0,Role-Playing,Nintendo,1.27
674,Midnight Club: Los Angeles,X360,2008.0,Racing,Take-Two Interactive,2.35
2766,Burnout,PS2,2001.0,Racing,Acclaim Entertainment,0.74
9287,Hot Wheels: World Race,GBA,2003.0,Racing,THQ,0.14
4905,Ener-G: Gym Rockets,DS,2008.0,Sports,Ubisoft,0.39
7024,Shaun White Snowboarding,DS,2008.0,Sports,Ubisoft,0.23
6159,Sly Cooper: Thieves in Time,PSV,2013.0,Platform,Sony Computer Entertainment Europe,0.28
9573,Assault: Retribution,PS,1998.0,Action,Telstar,0.13
2406,Enduro,2600,1982.0,Misc,Quelle,0.87
2508,Marvel: Ultimate Alliance,PS2,2006.0,Role-Playing,Activision,0.82
15106,D.Gray-man: Sousha no Shikaku,PS2,2008.0,Adventure,Konami Digital Entertainment,0.02
3782,Winning Post,SNES,1993.0,Sports,Tecmo Koei,0.53
8138,Doom (2016),PC,2016.0,Shooter,Bethesda Softworks,0.18
5491,Little Deviants,PSV,2011.0,Platform,Sony Computer Entertainment,0.33
4950,Chessmaster,PS2,2003.0,Misc,Ubisoft,0.39
14191,Romance of the Three Kingdoms (3DS),3DS,2013.0,Strategy,Tecmo Koei,0.03
6254,Armored Core: Project Phantasma,PS,1997.0,Simulation,From Software,0.28
3089,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PSP,2007.0,Action,Activision,0.66
5582,Batman: Arkham Origins,PC,2013.0,Action,Warner Bros. Interactive Entertainment,0.32
8450,Cubivore: Survival of the Fittest,GC,2002.0,Adventure,Nintendo,0.17
1800,Need for Speed Underground 2,GC,2004.0,Racing,Electronic Arts,1.14
13201,Power Spike Pro Beach Volleyball,PS,2000.0,Sports,Infogrames,0.05
14491,Senko no Ronde DUO,X360,2010.0,Fighting,G.Rev,0.03
4435,Ben 10 Alien Force: Vilgax Attacks,Wii,2009.0,Action,D3Publisher,0.44
5342,F1 Race Stars,PS3,2012.0,Racing,Codemasters,0.35
13777,Deal or No Deal: Special Edition,DS,2010.0,Misc,Zoo Games,0.04
10527,Truth or Lies,Wii,2010.0,Misc,THQ,0.1
15033,Gift: Prism,PS2,2006.0,Adventure,Sweets,0.02
2650,Toy Story 3: The Video Game,X360,2010.0,Action,Disney Interactive Studios,0.78
13029,Assetto Corsa,PS4,2016.0,Racing,505 Games,0.05
9265,The X-Factor,PS3,2010.0,Misc,Deep Silver,0.14
16138,WTA Tour Tennis,XB,2002.0,Sports,Konami Digital Entertainment,0.01
5709,Phineas and Ferb Ride Again,DS,2010.0,Action,Disney Interactive Studios,0.31
3594,Fullmetal Alchemist and the Broken Angel,PS2,2003.0,Role-Playing,Square Enix,0.56
4523,2010 FIFA World Cup South Africa,Wii,2010.0,Sports,Electronic Arts,0.43
7264,Full Auto,X360,2006.0,Shooter,Sega,0.22
3291,Disney Sing It: Family Hits,Wii,2010.0,Misc,Disney Interactive Studios,0.61
11800,ZhuZhu Pets: Quest for Zhu,DS,2011.0,Misc,Activision,0.07
245,God of War,PS2,2005.0,Action,Sony Computer Entertainment,4.45
11987,Mia Hamm Soccer 64,N64,2000.0,Sports,THQ,0.07
9599,Monster Jam: Urban Assault,PS2,2008.0,Racing,Activision,0.13
6223,Madagascar,XB,2005.0,Platform,Activision,0.28
8980,Dragon Ball Z: Idainaru Dragon Ball Densetsu,SAT,1995.0,Fighting,Namco Bandai Games,0.15
2593,Sniper: Ghost Warrior,PS3,2011.0,Shooter,City Interactive,0.8
9436,Shaman King: Power of Spirit,PS2,2004.0,Adventure,Konami Digital Entertainment,0.13
10010,NASCAR 07,PS2,2006.0,Racing,Electronic Arts,0.11
15370,Pippa Funnell: Ranch Rescue,Wii,2007.0,Adventure,Ubisoft,0.02
12725,Tsugunai: Atonement,PS2,2001.0,Role-Playing,Sony Computer Entertainment,0.06
4913,Donkey Konga 2,GC,2004.0,Misc,Nintendo,0.39
6140,Pirates of the Caribbean: Dead Man's Chest,PSP,2006.0,Adventure,Disney Interactive Studios,0.28
1547,Manhunt,PS2,2003.0,Action,Take-Two Interactive,1.28
7830,Binary Domain,X360,2012.0,Action,Sega,0.19
6048,Operation Flashpoint: Red River,X360,2011.0,Shooter,Codemasters,0.29
15813,Achtung Panzer: Kharkov 1943,PC,2010.0,Strategy,Mamba Games,0.02
463,Killzone 2,PS3,2009.0,Shooter,Sony Computer Entertainment,3.02
184,Super Mario Land 3: Wario Land,GB,1994.0,Platform,Nintendo,5.19
5880,Fossil Fighters (JP sales),DS,2008.0,Role-Playing,Nintendo,0.3
1782,Action Bass,PS,2000.0,Action,Take-Two Interactive,1.14
14727,"Hanayaka Kana, Ware ga Ichizoku Twin Pack",PSP,2011.0,Misc,Idea Factory,0.03
12020,The Legend of Heroes: Trails in the Sky First Chapter,PSV,2015.0,Role-Playing,Kadokawa Shoten,0.07
12851,DuckTales: Remastered,PS3,2013.0,Action,Capcom,0.05
6756,Disney's A Christmas Carol,DS,2009.0,Adventure,Disney Interactive Studios,0.25
3440,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,PS2,2008.0,Action,THQ,0.58
10490,Lucha Libre AAA: Heroes del Ring,PS3,2010.0,Fighting,Konami Digital Entertainment,0.1
12816,Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,PSP,2010.0,Role-Playing,Atlus,0.06
4304,Pirates of the Caribbean: At World's End,Wii,2007.0,Action,Disney Interactive Studios,0.46
1764,Ninja Gaiden Sigma,PS3,2007.0,Action,Eidos Interactive,1.15
13108,Winter Sports 2011,PS3,2011.0,Sports,DTP Entertainment,0.05
15129,Moujuutsukai to Oujisama: Snow Bride Portable,PSP,2012.0,Adventure,Idea Factory,0.02
8850,The Legend of Heroes: Trails of Cold Steel II,PSV,2014.0,Role-Playing,Nippon Ichi Software,0.15
6573,Petz: Crazy Monkeyz,Wii,2008.0,Simulation,Ubisoft,0.26
12317,The Book of Unwritten Tales: The Critter Chronicles,PC,2011.0,Action,Crimson Cow,0.06
9758,Voodoo Vince,XB,2003.0,Platform,Microsoft Game Studios,0.12
8463,Taz Wanted,PS2,2002.0,Platform,Atari,0.16
15219,Legend: Hand of God,PC,2007.0,Role-Playing,DTP Entertainment,0.02
5119,Spider-Man: Friend or Foe,PS2,2007.0,Action,Activision,0.37
10965,Atari Classics Evolved,PSP,2007.0,Misc,Atari,0.09
6725,Prince of Persia: The Forgotten Sands,Wii,2010.0,Action,Ubisoft,0.25
14560,Planet of the Apes,GBA,2001.0,Action,Ubisoft,0.03
7741,The Hobbit,GBA,2003.0,Platform,Vivendi Games,0.19
3837,Metal Gear Solid 2: Substance,PS2,2002.0,Action,Konami Digital Entertainment,0.52
4267,Gremlins,2600,1983.0,Action,Atari,0.46
13986,Chaos Head Noah,X360,2009.0,Adventure,5pb,0.04
3398,Total War: Shogun 2,PC,2011.0,Strategy,Sega,0.59
4364,Rampage World Tour,N64,1998.0,Action,GT Interactive,0.45
9211,Dynasty Warriors 7: Empires,PS3,2012.0,Action,Ubisoft Annecy,0.14
9212,Cabela's African Safari,X360,2006.0,Sports,Activision Value,0.14
13583,Naruto Shippuuden: Shinobi Retsuden III,DS,2009.0,Action,Takara Tomy,0.04
2718,Need for Speed: Shift,PSP,2009.0,Racing,Electronic Arts,0.76
7155,Danball Senki Boost,PSP,2011.0,Action,Level 5,0.22
5347,Pirates of the Caribbean: At World's End,DS,2007.0,Action,Disney Interactive Studios,0.35
302,Namco Museum: 50th Anniversary,PS2,2005.0,Misc,Namco Bandai Games,3.98
3816,Just Dance 2015,XOne,2014.0,Misc,Ubisoft,0.53
15614,Koisuru Otome to Shugo no Tate Portable,PSP,2010.0,Adventure,Alchemist,0.02
15452,Mount & Blade Collection,PC,2012.0,Role-Playing,Paradox Interactive,0.02
11400,Pinobee: Wings of Adventure,GBA,2001.0,Platform,Hudson Entertainment,0.08
9784,Blazblue: Continuum Shift Extend,PSV,2011.0,Fighting,PQube,0.12
14086,Painkiller: Hell Wars,XB,2006.0,Shooter,DreamCatcher Interactive,0.04
12714,Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,DS,2009.0,Fighting,Takara Tomy,0.06
1682,PokéPark Wii: Pikachu's Adventure,Wii,2009.0,Adventure,Nintendo,1.2
1486,World of Warcraft: Wrath of the Lich King,PC,2008.0,Role-Playing,Activision,1.32
16158,Monkey Madness: Island Escape,DS,2010.0,Action,Storm City Games,0.01
6087,World of Warcraft: Legion,PC,2016.0,Role-Playing,Activision,0.29
11141,Major League Baseball 2K12,PSP,2012.0,Sports,Take-Two Interactive,0.09
13255,Block Kuzushi,SNES,1995.0,Puzzle,Pow,0.05
371,Resident Evil 5,X360,2009.0,Action,Capcom,3.51
15789,Dark Void,PC,2010.0,Action,Capcom,0.02
7535,Drift King Shutokou Battle '94,SNES,1994.0,Racing,BPS,0.2
3798,Alice in Wonderland,Wii,2010.0,Adventure,Disney Interactive Studios,0.53
7476,NCAA Football 10,PSP,2009.0,Sports,Electronic Arts,0.21
15288,Military History: Commander - Europe at War,PSP,2009.0,Strategy,Slitherine Software,0.02
12151,Imagine: Gymnast,DS,2008.0,Simulation,Ubisoft,0.07
2583,Resident Evil: Revelations,PS3,2013.0,Action,Capcom,0.8
12082,Godzilla (2014),PS3,2014.0,Action,Namco Bandai Games,0.07
9050,Doshin the Giant,GC,2002.0,Simulation,Nintendo,0.14
15109,Grey's Anatomy: The Video Game,PC,2009.0,Adventure,Ubisoft,0.02
16204,Ro-Kyu-Bu! Secret Photo Op,PSV,2014.0,Adventure,Kadokawa Games,0.01
1551,Castlevania: Symphony of the Night,PS,1997.0,Platform,Konami Digital Entertainment,1.27
16282,Kamaitachi no Yoru 2: Tokubetsu Hen,PSP,2006.0,Adventure,ChunSoft,0.01
15644,NHL 2K3,GC,2002.0,Sports,Sega,0.02
3834,NBA Live 08,X360,2007.0,Sports,Electronic Arts,0.52
14349,SingStar Fussballhits,PS3,2010.0,Misc,Sony Computer Entertainment,0.03
8279,Goosebumps HorrorLand,Wii,2008.0,Adventure,Scholastic Inc.,0.17
14,Wii Fit Plus,Wii,2009.0,Sports,Nintendo,22.0
1211,Dark Cloud,PS2,2000.0,Role-Playing,Sony Computer Entertainment,1.54
13310,Kakuto Chojin,XB,2002.0,Fighting,Microsoft Game Studios,0.05
5313,The Fairly Odd Parents: Shadow Showdown,PS2,2004.0,Platform,THQ,0.35
7296,Summer Athletics: The Ultimate Challenge (Others sales),Wii,2008.0,Sports,DTP Entertainment,0.22
11715,Baroque,Wii,2008.0,Role-Playing,Rising Star Games,0.08
2480,WWE SmackDown vs. Raw 2009,Wii,2008.0,Fighting,THQ,0.83
3416,Tales of Rebirth,PS2,2004.0,Role-Playing,Namco Bandai Games,0.59
15759,Puzzle Chronicles,DS,2010.0,Puzzle,Konami Digital Entertainment,0.02
1566,Jet Li: Rise to Honor,PS2,2004.0,Action,Sony Computer Entertainment,1.27
11488,Persona 4: Arena Ultimax,X360,2014.0,Fighting,Atlus,0.08
6673,Marie no Atelier: Salburg no Renkinjutsushi,PS,1997.0,Role-Playing,Gust,0.25
11779,Kenka Banchou 6: Soul & Blood,3DS,2015.0,Fighting,Screenlife,0.07
2127,Final Fantasy Type-0,PS4,2015.0,Role-Playing,Square Enix,0.97
16011,Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales),X360,2006.0,Shooter,Ubisoft,0.01
13702,XCOM 2,PS4,2016.0,Strategy,Take-Two Interactive,0.04
13220,Winter Sports 3: The Great Tournament,Wii,2010.0,Sports,Tradewest,0.05
7827,Allied General,PS,1996.0,Strategy,SSI,0.19
10892,ESPN NBA 2Night,PS2,2000.0,Sports,Konami Digital Entertainment,0.09
11665,No One Can Stop Mr. Domino!,PS,1998.0,Misc,JVC,0.08
4837,Star Wars The Clone Wars: Republic Heroes,X360,2009.0,Action,LucasArts,0.4
13339,NightCaster II: Equinox,XB,2002.0,Action,Jaleco,0.05
16122,Theatre Of War,PC,2007.0,Strategy,Kalypso Media,0.01
7262,Kirby's Star Stacker,GB,1997.0,Puzzle,Nintendo,0.22
15969,Sid Meier's Civilization Revolution 2+,PSV,2015.0,Strategy,Take-Two Interactive,0.02
10993,JASF: Jane's Advanced Strike Fighters,X360,2011.0,Simulation,Deep Silver,0.09
6015,Angry Birds Star Wars,X360,2013.0,Strategy,Activision,0.29
11732,Fairy Tail: Portable Guild 2,PSP,2011.0,Fighting,Konami Digital Entertainment,0.08
6090,El Shaddai: Ascension of the Metatron,PS3,2011.0,Action,Ignition Entertainment,0.29
11505,Samurai Shodown III,NG,1995.0,Fighting,SNK,0.08
3734,Bratz: Rock Angelz,GBA,2004.0,Misc,THQ,0.54
1496,Cars 2,DS,2011.0,Racing,Disney Interactive Studios,1.32
9355,Retro Atari Classics,DS,2005.0,Misc,Atari,0.13
3872,Iron Man,DS,2008.0,Action,Sega,0.52
10454,Army Corps of Hell,PSV,2011.0,Action,Square Enix,0.1
9119,Dead to Rights,GC,2002.0,Shooter,Electronic Arts,0.14
8940,Mobile Suit Gundam: Perfect One Year War,PS,1997.0,Strategy,Namco Bandai Games,0.15
10219,Chameleon Twist,N64,1997.0,Platform,Sunsoft,0.11
4900,The House of The Dead III,XB,2002.0,Shooter,Sega,0.39
558,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010.0,Puzzle,Nintendo,2.69
1205,Command & Conquer: Tiberian Sun,PC,1999.0,Strategy,Westwood Studios,1.55
513,FIFA 16,PS3,2015.0,Sports,Electronic Arts,2.85
10081,The King of Fighters '99,PS,2000.0,Fighting,SNK,0.11
13873,Gundam Battle Online,DC,2001.0,Action,Namco Bandai Games,0.04
14305,Saru! Get You! SaruSaru Daisakusen,PSP,2007.0,Platform,Sony Computer Entertainment,0.03
5054,NCAA Final Four 2000,PS,1999.0,Sports,989 Sports,0.38
16504,Mystereet,PS2,2006.0,Adventure,Yeti,0.01
9042,Spider-Man: Edge of Time,DS,2011.0,Action,Activision,0.14
8098,Sesame Street: Elmo's Letter Adventure,N64,1999.0,Misc,NewKidCo,0.18
12944,UEFA Champions League 2006-2007,X360,2007.0,Sports,Electronic Arts,0.05
13692,Rise of Nations,PC,2003.0,Strategy,Microsoft Game Studios,0.04
9195,NFL Blitz 20-03,GC,2002.0,Sports,Midway Games,0.14
9611,Drome Racers,PS2,2002.0,Racing,Electronic Arts,0.13
14040,Espgaluda II Black Label,X360,2010.0,Shooter,Cave,0.04
11805,CSI: Dark Motives,DS,2007.0,Adventure,Ubisoft,0.07
5112,Rampage: Total Destruction,PS2,2006.0,Action,Midway Games,0.37
11150,The Smurfs 2,WiiU,2013.0,Platform,Ubisoft,0.09
8213,Stormrise,PS3,2009.0,Strategy,Sega,0.17
4016,Gauntlet,2600,1982.0,Action,Answer Software,0.5
2260,Assassin's Creed,PC,2008.0,Adventure,Ubisoft,0.92
9989,Sword Art Online: Hollow Fragment,PS4,2015.0,Role-Playing,Namco Bandai Games,0.12
5336,Def Jam Icon,X360,2007.0,Action,Electronic Arts,0.35
11592,Samurai Warriors 2,X360,2006.0,Action,Tecmo Koei,0.08
3928,NBA 2K11,Wii,2010.0,Action,Take-Two Interactive,0.51
12276,Guitar Freaks 3rdMIX & DrumMania 2ndMIX,PS2,2000.0,Simulation,Konami Digital Entertainment,0.06
13551,Jewel Quest 5: The Sleepless Star,PC,2011.0,Action,Astragon,0.04
11190,Sloane to MacHale no Nazo no Monogatari 2,DS,2009.0,Puzzle,Level 5,0.09
1031,Dishonored,X360,2012.0,Action,Bethesda Softworks,1.73
8048,Remember Me,X360,2013.0,Action,Capcom,0.18
4667,High Rollers Casino,PS2,2004.0,Misc,Mud Duck Productions,0.42
9582,Dynasty Warriors 5 Empires,X360,2006.0,Action,Tecmo Koei,0.13
1019,Sonic Colors,Wii,2010.0,Platform,Sega,1.74
74,Mario Party DS,DS,2007.0,Misc,Nintendo,9.02
2353,Seiken Densetsu 3,SNES,1995.0,Role-Playing,SquareSoft,0.89
5560,Etrian Odyssey III: The Drowned City,DS,2010.0,Role-Playing,Atlus,0.33
4537,EyeToy: AntiGrav,PS2,2004.0,Sports,Sony Computer Entertainment,0.43
14757,Let's Sing 2016,PS4,2015.0,Action,FuRyu Corporation,0.03
14728,MySims,PC,2008.0,Simulation,Electronic Arts,0.03
9039,Asphalt: Urban GT 2,DS,2006.0,Racing,Ubisoft,0.14
16475,Space Raiders,GC,2003.0,Shooter,Taito,0.01
12498,Flipnic: Ultimate Pinball,PS2,2003.0,Misc,Ubisoft,0.06
15746,Summer Challenge: Athletics Tournament,Wii,2011.0,Sports,PQube,0.02
10702,Ride,XOne,2015.0,Racing,Milestone S.r.l.,0.1
9688,Ochaken no Heya DS,DS,2006.0,Simulation,MTO,0.12
2401,Triple Play 2002,PS2,2002.0,Sports,Electronic Arts,0.87
5892,Macross Digital Mission VF-X,PS,1997.0,Simulation,Namco Bandai Games,0.3
8736,Burnout 2: Point of Impact,GC,2003.0,Racing,Acclaim Entertainment,0.15
5260,Wonder Pets! Save the Animals!,DS,2008.0,Adventure,Take-Two Interactive,0.36
9746,MotoGP 14,PS3,2014.0,Racing,Milestone S.r.l.,0.12
12023,Higurashi no Nakukoru ni Kizuna: Dai-Ichi-Kan - Tatari,DS,2008.0,Adventure,Alchemist,0.07
7938,Singstar: Ultimate Party,PS4,2014.0,Misc,Sony Computer Entertainment Europe,0.19
11767,Super Ghouls 'n Ghosts,GBA,2002.0,Platform,Capcom,0.07
15526,Prism Ark: Awake,PS2,2008.0,Adventure,5pb,0.02
3126,Star Ocean: First Departure,PSP,2007.0,Role-Playing,Square Enix,0.65
16526,Onigokko! Portable,PSP,2013.0,Adventure,Alchemist,0.01
1788,Mirror's Edge,PS3,2008.0,Platform,Electronic Arts,1.14
990,Golden Sun,GBA,2001.0,Role-Playing,Nintendo,1.76
9371,DmC: Devil May Cry,XOne,2015.0,Action,Capcom,0.13
11876,Disney's Donald Duck Advance,GBA,2001.0,Platform,Ubisoft,0.07
7577,Camping Mama: Outdoor Adventures,DS,2011.0,Simulation,505 Games,0.2
16094,Bakumatsu Koihana: Shinsengumi DS,DS,2008.0,Adventure,D3Publisher,0.01
7080,Super Swing Golf,Wii,2006.0,Sports,Nintendo,0.23
12465,The Witcher,PC,2007.0,Role-Playing,Atari,0.06
12018,Crayon Shin-Chan: Obaka Daininden - Susume! Kasukabe Ninja Tai!,DS,2010.0,Action,Namco Bandai Games,0.07
10102,Vacation Sports,Wii,2009.0,Sports,Ubisoft,0.11
8201,NFL 2K2,XB,2002.0,Sports,Sega,0.18
5717,Jikkyou Powerful Pro Yakyuu Portable 3,PSP,2008.0,Sports,Konami Digital Entertainment,0.31
6124,One Piece: Burning Blood,PS4,2016.0,Fighting,Namco Bandai Games,0.28
9976,Dawn of Discovery,DS,2009.0,Simulation,Ubisoft,0.12
4585,Hometown Story,3DS,2013.0,Role-Playing,Rising Star Games,0.42
14510,Casino Chaos With Las Vegas Players Collection,PC,2011.0,Misc,THQ,0.03
12766,Ski Region Simulator,PC,2011.0,Simulation,Excalibur Publishing,0.06
8385,World Tour Soccer 2006,PS2,2004.0,Sports,Sony Computer Entertainment,0.17
4467,Wario World,GC,2003.0,Platform,Nintendo,0.44
8531,Crash Tag Team Racing,GC,2005.0,Racing,Vivendi Games,0.16
85,Mario & Sonic at the Olympic Games,Wii,2007.0,Sports,Sega,8.06
10731,Rise of the Tomb Raider,PC,2016.0,Adventure,Square Enix,0.1
6225,Indiana Jones and the Staff of Kings,PS2,2009.0,Action,Activision,0.28
13874,Harry Potter and the Order of the Phoenix,PC,2007.0,Action,Electronic Arts,0.04
13557,San-X Land: Theme Park de Asobou!,DS,2006.0,Action,MTO,0.04
13913,Dragon Ball: Advanced Adventure,GBA,2004.0,Action,Namco Bandai Games,0.04
1596,Road Rash 3D,PS,1998.0,Racing,Electronic Arts,1.25
6704,Pro Yakyuu Team o Tsukurou!,SAT,1998.0,Sports,Sega,0.25
9146,NBA ShootOut 2002,PS,2001.0,Sports,Sony Computer Entertainment,0.14
3718,FIFA 99,N64,1998.0,Sports,Electronic Arts,0.54
15450,Winx Club: Saving Alfea,DS,2014.0,Action,Namco Bandai Games,0.02
13119,Winning Post World,PS3,2009.0,Sports,Tecmo Koei,0.05
14396,Otomedius Gorgeous,X360,2008.0,Shooter,Konami Digital Entertainment,0.03
14584,Dream Pinball 3D,DS,2008.0,Misc,SouthPeak Games,0.03
10232,Samurai Warriors 4,PSV,2014.0,Action,Tecmo Koei,0.11
11720,Disaster: Day of Crisis,Wii,2008.0,Action,Nintendo,0.08
4066,Pac-Man World 2,XB,2002.0,Action,Namco Bandai Games,0.49
5802,40 Winks,PS,1999.0,Platform,GT Interactive,0.31
10717,Horse Life Adventures,DS,2008.0,Simulation,Deep Silver,0.1
9074,.hack//Link,PSP,2010.0,Role-Playing,Namco Bandai Games,0.14
13219,Super Jinsei Game 2,SNES,1995.0,Misc,Takara,0.05
10538,Blue Stinger,DC,1999.0,Adventure,Activision,0.1
15686,Machi-ing Maker 4,PS3,2011.0,Strategy,D3Publisher,0.02
380,Guitar Hero: On Tour,DS,2008.0,Misc,Activision,3.48
6724,Yakuza Zero: The Place of Oath,PS3,2015.0,Action,Sega,0.25
9896,Deca Sports Extreme,3DS,2011.0,Sports,Hudson Soft,0.12
15235,Dies Irae: Amantes Amentes,PSP,2012.0,Action,Views,0.02
10571,Digimon Adventure,PSP,2013.0,Role-Playing,Namco Bandai Games,0.1
